text,label
"resume: Specialized in seaborn, business intelligence, c++, aws, d3 js, Software Engineer, MS in Information Technology, optimized workflows for, Optimized seaborn workflows, 4 years experience, AWS Certified Developer, in a team of 5 engineers [sep] job: Cloud Architect: keras, seaborn, business intelligence, d3 js, 1 year+",1
"resume: Proficient in retail management, teaching, operations management, kubernetes, c++, Machine Learning Engineer, BEng in Engineering, led projects involving, Optimized c++ workflows, Developed teaching models, 3 years experience, Google Cloud Professional Data Engineer [sep] job: DevOps Engineer: tensorflow, looker, ansible, airflow, typescript, c++, julia, blockchain, 3 years+",0
"resume: Specialized in event planning, operations management, Data Scientist, Doctor of Computer Science, implemented data pipelines for, Built operations management pipelines, Developed event planning models, 4 years experience, Tableau Desktop Specialist, in a team of 5 engineers [sep] job: Cloud Architect: go, ggplot, rust, for data-driven projects, senior+",0
"resume: Accomplished in airflow, postgresql, team leadership, Software Engineer, MS in Information Technology, Built airflow pipelines, 1 year experience [sep] job: DevOps Engineer: airflow, requires expertise in, 1 year+",1
"resume: Specialized in legal, customer service, teaching, typescript, docker, Data Scientist, BA in Statistics, deployed cloud-based solutions, Led teaching projects, 3 years experience, Tableau Desktop Specialist [sep] job: Data Scientist: c++, mongodb, 4 years+",0
"resume: Versed in marketing, healthcare admin, finance, rust, Cloud Architect, BA in Engineering, deployed cloud-based solutions, 2 years experience, Tableau Desktop Specialist [sep] job: Software Engineer: hugging face, gcp, azure, d3 js, business intelligence, 2 years+",0
"resume: Expert in scala, cassandra, d3 js, Cloud Architect, BEng in Statistics, Developed cassandra models, senior experience, Google Cloud Professional Data Engineer [sep] job: Backend Developer: scala, 3 years+",1
"resume: Trained in jenkins, python, mongodb, bigquery, seaborn, matplotlib, Data Analyst, MEng in Statistics, implemented data pipelines for, Led mongodb projects, Led seaborn projects, Led bigquery projects, 4 years experience, Microsoft Azure Data Scientist [sep] job: Data Scientist: mongodb, python, seaborn, hugging face, jenkins, 4 years+",1
"resume: Accomplished in snowflake, cassandra, data analysis, python, Cloud Architect, BA in Computer Science, collaborated in agile teams, Optimized snowflake workflows, Built snowflake pipelines, Optimized cassandra workflows, 5 years experience, Microsoft Azure Data Scientist, in a team of 5 engineers [sep] job: DevOps Engineer: data analysis, go, snowflake, cassandra, to build scalable solutions, 5 years+",1
"resume: Experienced in docker, blockchain, azure, go, kafka, langchain, Software Engineer, MEng in Data Science, Built azure pipelines, 5 years experience, Certified Kubernetes Administrator [sep] job: Backend Developer: blockchain, azure, docker, kafka, go, sql, with focus on cloud technologies, 5 years+",1
"resume: Experienced in pandas, api, airflow, qlik, Machine Learning Engineer, MS in Computer Science, collaborated in agile teams, Built airflow pipelines, Built pandas pipelines, Built qlik pipelines, 4 years experience, AWS Certified Developer [sep] job: Machine Learning Engineer: pandas, 4 years+",1
"resume: Proficient in spark, Cloud Architect, BA in Information Technology, implemented data pipelines for, Developed spark models, senior experience, Certified Kubernetes Administrator [sep] job: Software Engineer: quantum computing, onnx, hadoop, 3 years+",0
"resume: Accomplished in aws, pandas, hadoop, Cloud Architect, Doctor of Information Technology, Optimized hadoop workflows, Led aws projects, senior experience, Tableau Desktop Specialist [sep] job: Machine Learning Engineer: jenkins, seaborn, cybersecurity, 1 year+",0
"resume: Specialized in business intelligence, pytorch, langchain, ansible, java, matplotlib, Machine Learning Engineer, PhD in Data Science, deployed cloud-based solutions, Led langchain projects, senior experience, Tableau Desktop Specialist [sep] job: Machine Learning Engineer: business intelligence, pytorch, matplotlib, with focus on cloud technologies, 2 years+",1
"resume: Trained in sql, bigquery, matplotlib, terraform, Data Analyst, MS in Information Technology, implemented data pipelines for, Built sql pipelines, 4 years experience, Certified Kubernetes Administrator [sep] job: Data Analyst: sql, terraform, for data-driven projects, 1 year+",1
"resume: Versed in machine learning, blockchain, d3 js, seaborn, agile methodologies, DevOps Engineer, PhD in Engineering, optimized workflows for, Developed d3 js models, Optimized seaborn workflows, senior experience, Certified Kubernetes Administrator [sep] job: Backend Developer: machine learning, senior+",1
"resume: Proficient in retail management, ggplot, docker, terraform, cybersecurity, project management, Cloud Architect, MBA, collaborated in agile teams, Built terraform pipelines, 5 years experience, Google Cloud Professional Data Engineer [sep] job: Machine Learning Engineer: sql, docker, azure, senior+",0
"resume: Experienced in sales, business development, kotlin, business analysis, DevOps Engineer, BA in Data Science, collaborated in agile teams, Built business analysis pipelines, 1 year experience, Certified Kubernetes Administrator, in a team of 5 engineers [sep] job: Data Scientist: cassandra, mongodb, 1 year+",0
"resume: Proficient in scala, bigquery, cybersecurity, Cloud Architect, MS in Statistics, optimized workflows for, Built cybersecurity pipelines, Developed cybersecurity models, Led bigquery projects, 4 years experience, Google Cloud Professional Data Engineer [sep] job: Machine Learning Engineer: cybersecurity, kafka, scala, bigquery, for data-driven projects, 2 years+",1
"resume: Accomplished in ansible, onnx, airflow, qlik, hugging face, Data Analyst, BEng in Computer Science, built machine learning models for, Optimized airflow workflows, Led onnx projects, Built airflow pipelines, 4 years experience, Certified Kubernetes Administrator, for global enterprise clients [sep] job: DevOps Engineer: ansible, for data-driven projects, senior+",1
"resume: Trained in event planning, graphic design, human resources, finance, Data Scientist, MEng in Engineering, deployed cloud-based solutions, Led human resources projects, Developed finance models, Optimized human resources workflows, 5 years experience, AWS Certified Developer, in a team of 5 engineers [sep] job: Software Engineer: hadoop, gcp, 5 years+",0
"resume: Skilled in kafka, keras, power bi, Data Analyst, BEng in Computer Science, led projects involving, Developed power bi models, 3 years experience, Tableau Desktop Specialist [sep] job: Data Scientist: kafka, for data-driven projects, 1 year+",1
"resume: Proficient in machine learning, mysql, tableau, gitlab ci, agile methodologies, tensorflow, plotly, Data Analyst, MS in Information Technology, contributed to data-driven projects, Led machine learning projects, Optimized mysql workflows, Optimized tableau workflows, senior experience, Google Cloud Professional Data Engineer [sep] job: Machine Learning Engineer: ansible, gitlab ci, tableau, mysql, machine learning, 4 years+",1
"resume: Versed in kubernetes, mysql, r, d3 js, Backend Developer, Doctor of Data Science, optimized workflows for, Optimized kubernetes workflows, Optimized mysql workflows, senior experience, Certified Kubernetes Administrator [sep] job: Software Engineer: kubernetes, d3 js, requires expertise in, 4 years+",1
"resume: Experienced in business development, event planning, Data Analyst, BS in Engineering, deployed cloud-based solutions, Optimized event planning workflows, 3 years experience [sep] job: Data Analyst: blockchain, jenkins, d3 js, 5 years+",0
"resume: Experienced in event planning, onnx, matplotlib, pytorch, rust, Backend Developer, MS in Statistics, deployed cloud-based solutions, Led matplotlib projects, Built matplotlib pipelines, 4 years experience, Microsoft Azure Data Scientist [sep] job: Cloud Architect: computer vision, matplotlib, hugging face, to build scalable solutions, 5 years+",0
"resume: Trained in graphic design, business development, tensorflow, Backend Developer, MS in Statistics, designed applications with, Led graphic design projects, Developed business development models, 3 years experience [sep] job: Data Scientist: tableau, qlik, redis, sql, 2 years+",0
"resume: Trained in pandas, sql, scikit learn, azure, Machine Learning Engineer, PhD in Computer Science, optimized workflows for, Led pandas projects, Developed pandas models, senior experience, Certified Kubernetes Administrator [sep] job: Software Engineer: pandas, sql, machine learning, to build scalable solutions, 4 years+",1
"resume: Specialized in social work, marketing, customer service, graphic design, Data Scientist, BEng in Statistics, designed applications with, Built marketing pipelines, Led marketing projects, 4 years experience, Tableau Desktop Specialist [sep] job: Backend Developer: git, computer vision, postgresql, bigquery, deep learning, 3 years+",0
"resume: Experienced in keras, kubernetes, mongodb, marketing, Data Analyst, BS in Statistics, implemented data pipelines for, Built kubernetes pipelines, senior experience, Google Cloud Professional Data Engineer, integrating REST APIs [sep] job: Data Analyst: api, julia, bigquery, redis, go, 3 years+",0
"resume: Versed in technical writing, ruby, ggplot, marketing, Machine Learning Engineer, BEng in Statistics, led projects involving, Led marketing projects, Developed technical writing models, 3 years experience, Tableau Desktop Specialist [sep] job: DevOps Engineer: hadoop, gcp, requires expertise in, 1 year+",0
"resume: Versed in teaching, business development, team leadership, DevOps Engineer, MBA, collaborated in agile teams, Built teaching pipelines, 5 years experience, Certified Kubernetes Administrator [sep] job: Software Engineer: power bi, scikit learn, blockchain, terraform, hadoop, for data-driven projects, 3 years+",0
"resume: Trained in deep learning, marketing, spark, azure, machine learning, Data Analyst, MS in Engineering, collaborated in agile teams, Developed spark models, 4 years experience [sep] job: Machine Learning Engineer: ruby, d3 js, spark, for data-driven projects, 1 year+",0
"resume: Accomplished in r, sales, snowflake, cybersecurity, technical writing, computer vision, looker, Data Scientist, MBA, built machine learning models for, Optimized computer vision workflows, 5 years experience, AWS Certified Developer, in a team of 5 engineers [sep] job: Data Analyst: keras, api, blockchain, cassandra, in a fast-paced environment, 2 years+",0
"resume: Experienced in teaching, DevOps Engineer, BS in Computer Science, deployed cloud-based solutions, Built teaching pipelines, 1 year experience, AWS Certified Developer [sep] job: DevOps Engineer: deep learning, python, 3 years+",0
"resume: Versed in cassandra, postgresql, blockchain, data analysis, Data Scientist, MS in Engineering, developed solutions for, Developed data analysis models, 5 years experience [sep] job: Data Scientist: cassandra, 3 years+",1
"resume: Trained in machine learning, bigquery, business analysis, keras, quantum computing, DevOps Engineer, Doctor of Information Technology, led projects involving, Optimized quantum computing workflows, Built keras pipelines, 4 years experience, Google Cloud Professional Data Engineer [sep] job: Cloud Architect: keras, machine learning, bigquery, senior+",1
"resume: Experienced in typescript, scikit learn, machine learning, docker, Software Engineer, Certificate in Data Science, developed solutions for, Developed docker models, Optimized docker workflows, senior experience, for global enterprise clients [sep] job: Data Analyst: typescript, 3 years+",1
"resume: Proficient in redis, looker, ggplot, terraform, azure, linux, blockchain, Data Scientist, MEng in Information Technology, developed solutions for, Optimized redis workflows, Built linux pipelines, 5 years experience, AWS Certified Developer [sep] job: Data Scientist: xgboost, c++, 1 year+",0
